isolate_name,gene,genbank_accn
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:1b|p~4,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:1b|p~8,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:1b|p~12,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:1b|p~16,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:2a|p~8,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:2a|p~12,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:2a|p~16,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:2b|p~4,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:2b|p~8,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:2b|p~12,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:2b|p~16,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:2c|p~4,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:2c|p~8,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:2c|p~12,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148K)|exp:2c|p~16,IN,NULL
NL4-3 (Q148R),IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148R)|exp:1a|p~16,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148R)|exp:1b|p~12,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148R)|exp:1b|p~16,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148R)|exp:1c|p~8,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148R)|exp:1c|p~12,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148R)|exp:1c|p~16,IN,NULL
NL4-3 (Q148H),IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:1a|p~12,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:1a|p~16,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:1b|p~8,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:1b|p~12,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:1b|p~16,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:1c|p~8,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:1c|p~12,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:1c|p~16,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:2a|p~8,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:2a|p~12,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:2a|p~16,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:2b|p~8,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:2b|p~12,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:2b|p~16,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:2c|p~4,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:2c|p~8,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:2c|p~12,IN,NULL
ivsel:Yoshinaga18|NL4-3 (Q148H)|exp:2c|p~16,IN,NULL
ivsel:Margot06|exp:1|14d,RT,NULL
ivsel:Margot06|exp:2|18d,RT,NULL
ivsel:Margot06|exp:1|11d,RT,NULL
ivsel:Margot06|exp:1|56d,RT,NULL
ivsel:Margot06|exp:2|44d,RT,NULL
ivsel:Margot06|exp:1|44d,RT,NULL
ivsel:Margot06|exp:1|24d,RT,NULL
ivsel:Margot06|exp:2|40d,RT,NULL
ivsel:Margot06|exp:3|18d,RT,NULL
ivsel:Margot06|exp:1|18d,RT,NULL
ivsel:Margot06|exp:1|48d,RT,NULL
ivsel:Margot06|exp:2|58d,RT,NULL
ivsel:Margot06|exp:1|58d,RT,NULL
ivsel:Margot06|exp:1|99d,RT,NULL
ivsel:Margot06|exp:2|328d,RT,NULL
ivsel:Margot06|exp:1|203d,RT,NULL
ivsel:Margot06|exp:1|133d,RT,NULL
ivsel:Margot06|exp:2|288d,RT,NULL
ivsel:Margot06|exp:3|71d,RT,NULL
IIIB (M184I/L214F),RT,NULL
ivsel:Margot06|exp:1|42d,RT,NULL
IIIB (K65R),RT,NULL
ivsel:Margot06|exp:1|54d,RT,NULL
ivsel:Margot06|exp:1|329d,RT,NULL
ivsel:Jones08|exp:1|p7,IN,NULL
ivsel:Jones08|exp:1|p11,IN,NULL
ivsel:Jones08|exp:1|p13,IN,NULL
ivsel:Jones08|exp:2|p3,IN,NULL
ivsel:Jones08|exp:2|p6,IN,NULL
ivsel:Jones08|exp:2|p9,IN,NULL
ivsel:Jones08|exp:2|p12,IN,NULL
ivsel:Garvey08|Naphthyridinone|exp:1|18d,IN,NULL
ivsel:Garvey08|Naphthyridinone|exp:1|42d,IN,NULL
ivsel:Garvey08|Naphthyridinone|exp:1|56d,IN,NULL
ivsel:Garvey08|EVG|exp:1|13d,IN,NULL
ivsel:Garvey08|EVG|exp:1|18d,IN,NULL
ivsel:Garvey08|EVG|exp:1|42d,IN,NULL
ivsel:Garvey08|EVG|exp:1|56d,IN,NULL
ivsel:Garvey08|3TC|exp:1|13d,RT,NULL
ivsel:Garvey08|3TC|exp:1|18d,RT,NULL
r13816,RT,NULL
ivsel:Azijn10|r13816|exp:1|69d,RT,NULL
ivsel:Azijn10|r13816|exp:2|109d,RT,NULL
r13817,RT,NULL
ivsel:Azijn10|r13817|exp:1|107d,RT,NULL
ivsel:Azijn10|r13817|exp:1|293d,RT,NULL
r13813,RT,NULL
ivsel:Azijn10|r13813|exp:1|108d,RT,NULL
ivsel:Azijn10|IIIB|exp:1|69d,RT,NULL
ivsel:Azijn10|IIIB|exp:1|90d,RT,NULL
ivsel:Azijn10|IIIB|exp:1|121d,RT,NULL
ivsel:Azijn10|IIIB|exp:2|66d,RT,NULL
ivsel:Azijn10|IIIB|exp:2|108d,RT,NULL
ivsel:Azijn10|IIIB|exp:2|122d,RT,NULL
ivsel:Azijn10|IIIB|exp:3|34d,RT,NULL
ivsel:Azijn10|IIIB|exp:3|59d,RT,NULL
ivsel:Azijn10|IIIB|exp:4|34d,RT,NULL
ivsel:Azijn10|IIIB|exp:4|62d,RT,NULL
ivsel:Azijn10|IIIB|exp:4|90d,RT,NULL
ivsel:Azijn10|IIIB|exp:5|32d,RT,NULL
ivsel:Azijn10|IIIB|exp:5|52d,RT,NULL
ivsel:Azijn10|IIIB|exp:5|70d,RT,NULL
ivsel:Azijn10|IIIB|exp:6|116d,RT,NULL
v071130,RT,NULL
ivsel:Azijn10|v071130|exp:1|128d,RT,NULL
ivsel:Azijn10|v071130|exp:1|276d,RT,NULL
v071038,RT,NULL
ivsel:Azijn10|v071038|exp:1|93d,RT,NULL
ivsel:Azijn10|v071038|exp:1|139d,RT,NULL
ivsel:Azijn10|v071038|exp:1|163d,RT,NULL
SM041,RT,NULL
ivsel:Azijn10|SM041|exp:1|90d,RT,NULL
ivsel:Azijn10|SM041|exp:1|160d,RT,NULL
ivsel:Azijn10|SM041|exp:1|212d,RT,NULL
SM051,RT,NULL
ivsel:Azijn10|SM051|exp:1|93d,RT,NULL
SM052,RT,NULL
ivsel:Azijn10|SM052|exp:1|118d,RT,NULL
SDM020001,RT,NULL
ivsel:Azijn10|SDM020001|exp:1|161d,RT,NULL
SDM020059,RT,NULL
ivsel:Azijn10|SDM020059|exp:1|171d,RT,NULL
r9602,RT,NULL
ivsel:Azijn10|r9602|exp:1|28d,RT,NULL
ivsel:Azijn10|r9602|exp:1|52d,RT,NULL
ivsel:Azijn10|r9602|exp:1|63d,RT,NULL
ivsel:Azijn10|r9602|exp:2|74d,RT,NULL
ivsel:Azijn10|r9602|exp:2|109d,RT,NULL
ivsel:Goethals08|exp:1|p5,IN,NULL
ivsel:Goethals08|exp:1|p7,IN,NULL
ivsel:Goethals08|exp:1|p9,IN,NULL
ivsel:Goethals08|exp:1|p11,IN,NULL
ivsel:Goethals08|exp:1|p13,IN,NULL
ivsel:Goethals08|exp:1|p15,IN,NULL
ivsel:Goethals08|exp:1|p18,IN,NULL
ivsel:Goethals08|exp:1|p22,IN,NULL
ivsel:Goethals08|exp:1|p25,IN,NULL
ivsel:Goethals08|exp:1|p28,IN,NULL
ivsel:Goethals08|exp:1|p31,IN,NULL
ivsel:Goethals08|exp:1|p35,IN,NULL
ivsel:Goethals08|exp:1|p41,IN,NULL
ivsel:Corbau10|Lersivirine|exp:1|p9,RT,NULL
ivsel:Corbau10|Lersivirine|exp:1|p11,RT,NULL
ivsel:Corbau10|Lersivirine|exp:2|p11,RT,NULL
ivsel:Corbau10|EFV|exp:1|p11,RT,NULL
ivsel:Oliveira16|pNL4-3|DTG|exp:1|12w,IN,NULL
ivsel:Oliveira16|pNL4-3|DTG|exp:1|17w,IN,NULL
ivsel:Oliveira16|pNL4-3|DTG|exp:1|22w,IN,NULL
ivsel:Oliveira16|pNL4-3|EVG|exp:1|12w,IN,NULL
ivsel:Oliveira16|pNL4-3|EVG|exp:1|22w,IN,NULL
ivsel:Oliveira16|pNL4-3|RAL|exp:1|12w,IN,NULL
ivsel:Oliveira16|pNL4-3|RAL|exp:1|22w,IN,NULL
NL4-3 (M184I),IN,NULL
ivsel:Oliveira16|NL4-3 (M184I)|DTG|exp:1|12w,IN,NULL
ivsel:Oliveira16|NL4-3 (M184I)|DTG|exp:1|22w,IN,NULL
ivsel:Oliveira16|NL4-3 (M184I)|DTG|exp:1|26w,IN,NULL
ivsel:Oliveira16|NL4-3 (M184I)|EVG|exp:1|12w,IN,NULL
ivsel:Oliveira16|NL4-3 (M184I)|EVG|exp:1|22w,IN,NULL
ivsel:Oliveira16|NL4-3 (M184I)|RAL|exp:1|12w,IN,NULL
ivsel:Oliveira16|NL4-3 (M184I)|RAL|exp:1|22w,IN,NULL
NL4-3 (M184V),IN,NULL
ivsel:Oliveira16|NL4-3 (M184V)|DTG|exp:1|12w,IN,NULL
ivsel:Oliveira16|NL4-3 (M184V)|DTG|exp:1|22w,IN,NULL
ivsel:Oliveira16|NL4-3 (M184V)|DTG|exp:1|26w,IN,NULL
ivsel:Oliveira16|NL4-3 (M184V)|EVG|exp:1|12w,IN,NULL
ivsel:Oliveira16|NL4-3 (M184V)|EVG|exp:1|22w,IN,NULL
ivsel:Oliveira16|NL4-3 (M184V)|RAL|exp:1|12w,IN,NULL
ivsel:Oliveira16|NL4-3 (M184V)|RAL|exp:1|22w,IN,NULL
NL4-3 (K65R),IN,NULL
ivsel:Oliveira16|NL4-3 (K65R)|DTG|exp:1|12w,IN,NULL
ivsel:Oliveira16|NL4-3 (K65R)|DTG|exp:1|22w,IN,NULL
ivsel:Oliveira16|NL4-3 (K65R)|DTG|exp:1|26w,IN,NULL
ivsel:Oliveira16|NL4-3 (K65R)|EVG|exp:1|12w,IN,NULL
ivsel:Oliveira16|NL4-3 (K65R)|EVG|exp:1|22w,IN,NULL
ivsel:Oliveira16|NL4-3 (K65R)|RAL|exp:1|12w,IN,NULL
ivsel:Oliveira16|NL4-3 (K65R)|RAL|exp:1|22w,IN,NULL
ivsel:Oliveira16|NL4-3 (K65R)|RAL|exp:1|26w,IN,NULL
ivsel:Carrillo98|exp:1|p6,PR,NULL
ivsel:Carrillo98|exp:1|p7,PR,NULL
ivsel:Carrillo98|exp:1|p11,PR,NULL
ivsel:Carrillo98|exp:1|p12,PR,NULL
ivsel:Carrillo98|exp:1|p13,PR,NULL
ivsel:Carrillo98|exp:1|p14,PR,NULL
ivsel:Carrillo98|exp:1|p15,PR,NULL
ivsel:Carrillo98|exp:1|p16,PR,NULL
ivsel:Carrillo98|exp:1|p17,PR,NULL
ivsel:Carrillo98|exp:1|p25,PR,NULL
ivsel:Carrillo98|exp:1|p29,PR,NULL
pNL4-3 (PR:V32I/L33F/I54M/I84V),PR,NULL
ivsel:Aoki18|pNL4-3 (PR:V32I/L33F/I54M/I84V)|exp:1|p10,PR,NULL
pNL4-3 (PR:V32I/I54M),PR,NULL
ivsel:Aoki18|pNL4-3 (PR:V32I/I54M)|exp:1|p5,PR,NULL
ivsel:Aoki18|pNL4-3 (PR:V32I/I54M)|exp:1|p20,PR,NULL
pNL4-3 (PR:L33F/I84V),PR,NULL
ivsel:Aoki18|pNL4-3 (PR:L33F/I84V)|exp:1|p21,PR,NULL
pNL4-3 (PR:I84V),PR,NULL
ivsel:Aoki18|pNL4-3 (PR:I84V)|exp:1|p5,PR,NULL
ivsel:Aoki18|pNL4-3 (PR:I84V)|exp:1|p10,PR,NULL
ivsel:Aoki18|pNL4-3 (PR:I84V)|exp:1|p17,PR,NULL
pNL4-3 (PR:V32I),PR,NULL
ivsel:Aoki18|pNL4-3 (PR:V32I)|exp:1|p5,PR,NULL
ivsel:Aoki18|pNL4-3 (PR:V32I)|exp:1|p19,PR,NULL
pNL4-3 (PR:I54M),PR,NULL
ivsel:Aoki18|pNL4-3 (PR:I54M)|exp:1|p5,PR,NULL
ivsel:Aoki18|pNL4-3 (PR:I54M)|exp:1|p15,PR,NULL
ivsel:Aoki18|pNL4-3 (PR:I54M)|exp:1|p22,PR,NULL
ivsel:Aoki18|pNL4-3|exp:1|p30,PR,NULL
pNL4-3 (PR:L33F),PR,NULL
ivsel:Aoki18|pNL4-3 (PR:L33F)|exp:1|p28,PR,NULL
ivsel:Tisdale95|HXB2|A-77003|exp:1|p2,PR,NULL
ivsel:Tisdale95|HXB2|A-77003|exp:1|p5,PR,NULL
ivsel:Tisdale95|HXB2|A-77003|exp:1|p6,PR,NULL
ivsel:Tisdale95|HXB2|XM323|exp:1|p1,PR,NULL
ivsel:Tisdale95|HXB2|XM323|exp:1|p4,PR,NULL
ivsel:Tisdale95|HXB2|XM323|exp:1|p6,PR,NULL
ivsel:Tisdale95|HXB2|SQV|exp:1|p4,PR,NULL
ivsel:Tisdale95|HXB2|SQV|exp:1|p6,PR,NULL
ivsel:Tisdale95|RTMC|SQV|exp:1|p3,PR,NULL
ivsel:Tisdale95|RTMC|SQV|exp:1|p5,PR,NULL
ivsel:Tisdale95|RTMC|SQV|exp:1|p6,PR,NULL
ivsel:Tisdale95|HXB2|APV|exp:1|p2,PR,NULL
ivsel:Tisdale95|HXB2|APV|exp:1|p4,PR,NULL
ivsel:Tisdale95|HXB2|APV|exp:1|p6,PR,NULL
ivsel:Tisdale95|HXB2|IDV|exp:1|p3,PR,NULL
ivsel:Tisdale95|HXB2|IDV|exp:1|p5,PR,NULL
ivsel:Tisdale95|HXB2|IDV|exp:1|p6,PR,NULL
ivsel:Tisdale95|HXB2|IDV|exp:1|p8,PR,NULL
RD01 (215C),RT,AF415228.1
ivsel:García-Lerma03|RD01 (215C)|exp:1|p4,RT,NULL
ivsel:García-Lerma03|RD01 (215C)|exp:1|p5,RT,NULL
ivsel:García-Lerma03|RD01 (215C)|exp:1|p6,RT,NULL
RD02 (210W/215C),RT,AF415229.1
ivsel:García-Lerma03|RD02 (210W/215C)|exp:1|p4,RT,NULL
ivsel:García-Lerma03|RD02 (210W/215C)|exp:1|p5,RT,NULL
ivsel:García-Lerma03|RD02 (210W/215C)|exp:1|p6,RT,NULL
RD03 (41L/210W/215C),RT,AF415230.1
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p3,RT,NULL
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p4,RT,NULL
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p5,RT,NULL
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p6,RT,NULL
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p7,RT,NULL
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p8,RT,NULL
ivsel:García-Lerma03|RD03 (41L/210W/215C)|exp:1|p9,RT,NULL
RD04 (210W/215D),RT,AF415231.1
ivsel:García-Lerma03|RD04 (210W/215D)|exp:1|p5,RT,NULL
ivsel:García-Lerma03|RD04 (210W/215D)|exp:1|p6,RT,NULL
ivsel:García-Lerma03|RD04 (210W/215D)|exp:1|p7,RT,NULL
RD05 (41L/215D),RT,AF415232.1
ivsel:García-Lerma03|RD05 (41L/215D)|exp:1|p4,RT,NULL
ivsel:García-Lerma03|RD05 (41L/215D)|exp:1|p5,RT,NULL
ivsel:García-Lerma03|RD05 (41L/215D)|exp:1|p6,RT,NULL
ivsel:García-Lerma03|RD05 (41L/215D)|exp:1|p7,RT,NULL
HXB2 (215D),RT,NULL
ivsel:García-Lerma03|HXB2 (215D)|exp:1|p6,RT,NULL
ivsel:García-Lerma03|HXB2 (215D)|exp:1|p7,RT,NULL
RD22 (WT),RT,AF415233.1
ivsel:García-Lerma03|RD22 (WT)|exp:1|p3,RT,NULL
ivsel:García-Lerma03|RD22 (WT)|exp:1|p4,RT,NULL
ivsel:García-Lerma03|RD22 (WT)|exp:1|p5,RT,NULL
ivsel:García-Lerma03|RD22 (WT)|exp:1|p6,RT,NULL
ivsel:García-Lerma03|RD22 (WT)|exp:1|p7,RT,NULL
RD23 (WT),RT,AF415234.1
ivsel:García-Lerma03|RD23 (WT)|exp:1|p3,RT,NULL
ivsel:García-Lerma03|RD23 (WT)|exp:1|p4,RT,NULL
ivsel:García-Lerma03|RD23 (WT)|exp:1|p5,RT,NULL
ivsel:García-Lerma03|RD23 (WT)|exp:1|p6,RT,NULL
HXB2 (T215),RT,NULL
ivsel:García-Lerma03|HXB2 (T215)|exp:1|p4,RT,NULL
ivsel:García-Lerma03|HXB2 (T215)|exp:1|p5,RT,NULL
ivsel:García-Lerma03|HXB2 (T215)|exp:1|p6,RT,NULL
ivsel:García-Lerma03|HXB2 (T215)|exp:1|p7,RT,NULL
ivsel:Margot15|exp:1|~70d,RT,NULL
ivsel:Margot15|exp:1|~110d,RT,NULL
ivsel:Margot15|exp:1|~90d,RT,NULL
ivsel:Margot15|exp:1|~100d,RT,NULL
ivsel:Margot15|exp:2|~90d,RT,NULL
ivsel:Margot15|exp:2|~115d,RT,NULL
ivsel:Margot15|exp:2|~20d,RT,NULL
ivsel:Margot15|exp:2|~50d,RT,NULL
ivsel:Margot15|exp:2|~155d,RT,NULL
ivsel:Kobayashi11|DTG|exp:1|p4,IN,NULL
ivsel:Kobayashi11|DTG|exp:1|p8,IN,NULL
ivsel:Kobayashi11|DTG|exp:1|p12,IN,NULL
ivsel:Kobayashi11|DTG|exp:1|p16,IN,NULL
ivsel:Kobayashi11|DTG|exp:1|p20,IN,NULL
ivsel:Kobayashi11|DTG|exp:1|p24,IN,NULL
ivsel:Kobayashi11|DTG|exp:1|p28,IN,NULL
ivsel:Kobayashi11|DTG|exp:1|p32,IN,NULL
ivsel:Kobayashi11|RAL|exp:1|p4,IN,NULL
ivsel:Kobayashi11|RAL|exp:1|p8,IN,NULL
ivsel:Kobayashi11|RAL|exp:1|p12,IN,NULL
ivsel:Kobayashi11|RAL|exp:1|p16,IN,NULL
ivsel:Kobayashi11|RAL|exp:1|p20,IN,NULL
ivsel:Kobayashi11|RAL|exp:1|p24,IN,NULL
ivsel:Kobayashi11|3TC|exp:1|p4,RT,NULL
ivsel:Kobayashi11|3TC|exp:1|p8,RT,NULL
ivsel:Kobayashi11|3TC|exp:1|p12,RT,NULL
ivsel:Fikkert04|exp:1|p30,IN,NULL
ivsel:Fikkert04|exp:1|p40,IN,NULL
ivsel:Fikkert04|exp:1|p50,IN,NULL
ivsel:Fikkert04|exp:1|p60,IN,NULL
ivsel:Fikkert04|exp:1|p70,IN,NULL
ivsel:Kobayashi08|S-1360|exp:Mixed|p4,IN,NULL
ivsel:Kobayashi08|S-1360|exp:Mixed|p8,IN,NULL
ivsel:Kobayashi08|S-1360|exp:Mixed|p11,IN,NULL
ivsel:Kobayashi08|S-1360|exp:Mixed|p14,IN,NULL
ivsel:Kobayashi08|Capravirine|exp:Mixed|p4,RT,NULL
ivsel:Kobayashi08|Capravirine|exp:Mixed|p8,RT,NULL
ivsel:Kobayashi08|Capravirine|exp:Mixed|p11,RT,NULL
ivsel:Kobayashi08|Capravirine|exp:Mixed|p14,RT,NULL
ivsel:Kobayashi08|EFV|exp:Mixed|p4,RT,NULL
ivsel:Kobayashi08|EFV|exp:Mixed|p8,RT,NULL
ivsel:Kobayashi08|EFV|exp:Mixed|p11,RT,NULL
ivsel:Kobayashi08|EFV|exp:Mixed|p14,RT,NULL
ivsel:Kobayashi08|NVP|exp:Mixed|p4,RT,NULL
ivsel:Kobayashi08|NVP|exp:Mixed|p8,RT,NULL
ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p8,IN,NULL
ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p12,IN,NULL
ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p16,IN,NULL
ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p20,IN,NULL
ivsel:Kobayashi08|Naphthyridinone|exp:Mixed|p24,IN,NULL
ivsel:Kobayashi08|RAL|exp:Mixed|p4,IN,NULL
ivsel:Kobayashi08|RAL|exp:Mixed|p8,IN,NULL
ivsel:Kobayashi08|RAL|exp:Mixed|p12,IN,NULL
ivsel:Kobayashi08|RAL|exp:Mixed|p16,IN,NULL
ivsel:Kobayashi08|RAL|exp:Mixed|p20,IN,NULL
ivsel:Kobayashi08|RAL|exp:Mixed|p24,IN,NULL
ivsel:Kobayashi08|L-870810|exp:Mixed|p4,IN,NULL
ivsel:Kobayashi08|L-870810|exp:Mixed|p8,IN,NULL
ivsel:Kobayashi08|L-870810|exp:Mixed|p12,IN,NULL
ivsel:Kobayashi08|L-870810|exp:Mixed|p16,IN,NULL
ivsel:Kobayashi08|L-870810|exp:Mixed|p20,IN,NULL
ivsel:Kobayashi08|L-870810|exp:Mixed|p24,IN,NULL
ivsel:Kobayashi08|EVG|exp:Mixed|p4,IN,NULL
ivsel:Kobayashi08|EVG|exp:Mixed|p8,IN,NULL
ivsel:Kobayashi08|EVG|exp:Mixed|p12,IN,NULL
ivsel:Kobayashi08|EVG|exp:Mixed|p16,IN,NULL
