isolate_name,subtype
ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|11w,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|15w,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|3TC|exp:1|25w,NULL
pNL4-3 (IN:H51Y+IN:R263K),B
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|6w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|8w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|11w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|15w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|3TC|exp:1|25w,NULL
pNL4-3 (IN:G118R),B
ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|6w,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|8w,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|11w,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|15w,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|3TC|exp:1|25w,NULL
pNL4-3 (IN:H51Y+IN:G118R),B
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|6w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|8w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|11w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|15w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|3TC|exp:1|25w,NULL
ivsel:Oliveira14|pNL4-3|NVP|exp:1|6w,NULL
ivsel:Oliveira14|pNL4-3|NVP|exp:1|8w,NULL
ivsel:Oliveira14|pNL4-3|NVP|exp:1|11w,NULL
ivsel:Oliveira14|pNL4-3|NVP|exp:1|15w,NULL
ivsel:Oliveira14|pNL4-3|NVP|exp:1|25w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|6w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|8w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|11w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|15w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y)|NVP|exp:1|25w,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|6w,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|8w,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|11w,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|15w,NULL
ivsel:Oliveira14|pNL4-3 (IN:R263K)|NVP|exp:1|25w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|6w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|8w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|11w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|15w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:R263K)|NVP|exp:1|25w,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|6w,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|8w,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|11w,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|15w,NULL
ivsel:Oliveira14|pNL4-3 (IN:G118R)|NVP|exp:1|25w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|6w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|8w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|11w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|15w,NULL
ivsel:Oliveira14|pNL4-3 (IN:H51Y+IN:G118R)|NVP|exp:1|25w,NULL
ivsel:Wainberg99|exp:1,NULL
ivsel:Link20|exp:1|dose:0.8nM,NULL
ivsel:Link20|exp:1|dose:6.4nM,NULL
ivsel:Link20|exp:1|dose:51.2nM,NULL
"BaL,92US657,91US0006,Strain 7406,Strain 7467,Strain 7576",
ivsel:Link20|exp:1|dose:0.92nM,NULL
ivsel:Link20|exp:2|dose:0.92nM,NULL
ivsel:Link20|exp:3|dose:0.92nM,NULL
ivsel:Link20|exp:4|dose:0.92nM,NULL
ivsel:Link20|exp:5|dose:0.92nM,NULL
ivsel:Link20|exp:1|dose:1.9nM,NULL
ivsel:Link20|exp:1|dose:3.7nM,NULL
ivsel:Link20|exp:2|dose:3.7nM,NULL
ivsel:Link20|exp:3|dose:3.7nM,NULL
ivsel:Hombrouck08|exp:1|p20,NULL
ivsel:Hombrouck08|exp:1|p40,NULL
ivsel:Hombrouck08|exp:1|p50,NULL
ivsel:Hombrouck08|exp:1|p60,NULL
ivsel:Mo03|exp:1|p6|~36d,NULL
ivsel:Mo03|exp:1|p7|~42d,NULL
ivsel:Mo03|exp:1|p9|~54d,NULL
ivsel:Mo03|exp:1|p11|~66d,NULL
ivsel:Mo03|exp:1|p17|~102d,NULL
ivsel:Mo03|exp:1|p25|~150d,NULL
ivsel:Mo03|exp:1|p8|~46d,NULL
ivsel:Mo03|exp:1|p9|~52d,NULL
ivsel:Mo03|exp:1|p11|~63d,NULL
ivsel:Mo03|exp:1|p17|~98d,NULL
ivsel:Mo03|exp:1|p26|~150d,NULL
ivsel:Mo03|exp:1|p7|~44d,NULL
ivsel:Mo03|exp:1|p9|~56d,NULL
ivsel:Mo03|exp:1|p11|~69d,NULL
ivsel:Mo03|exp:1|p17|~106d,NULL
ivsel:Mo03|exp:1|p24|~150d,NULL
ivsel:Tisdale97|exp:1|p4,NULL
ivsel:Tisdale97|exp:1|p6,NULL
ivsel:Tisdale97|exp:2|p4,NULL
ivsel:Tisdale97|exp:2|p6,NULL
ivsel:Tisdale97|exp:1|p8,NULL
ivsel:Seki15|pNL4-3|DTG|exp:1|p~16,NULL
ivsel:Seki15|pNL4-3|RAL|exp:1|p~12,NULL
ivsel:Seki15|pNL4-3|RAL|exp:1a|p~16,NULL
ivsel:Seki15|pNL4-3|RAL|exp:1b|p~16,NULL
ivsel:Seki15|pNL4-3|RAL|exp:2|p~8,NULL
ivsel:Seki15|pNL4-3|RAL|exp:2a|p~12,NULL
ivsel:Seki15|pNL4-3|RAL|exp:2a|p~16,NULL
ivsel:Seki15|pNL4-3|RAL|exp:2b|p~12,NULL
ivsel:Seki15|pNL4-3|RAL|exp:2b|p~16,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1a|p~8,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1a|p~12,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1a1|p~16,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1a2|p~16,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1b|p~8,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1b1|p~12,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1b1|p~16,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1b2|p~12,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1b2a|p~16,NULL
ivsel:Seki15|pNL4-3|EVG|exp:1b2b|p~16,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2|p~4,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2a|p~8,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2a|p~12,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2a|p~16,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2b|p~8,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2b|p~12,NULL
ivsel:Seki15|pNL4-3|EVG|exp:2b|p~16,NULL
NL4-3 (E92Q),B
ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:1|p~12,NULL
ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:1|p~16,NULL
ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:2|p~12,NULL
ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:2|p~16,NULL
ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:3|p~12,NULL
ivsel:Seki15|NL4-3 (E92Q)|RAL|exp:3|p~16,NULL
NL4-3 (N155H),B
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:1|p~12,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:1a|p~16,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:1b|p~16,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:2|p~12,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:2|p~16,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:3|p~12,NULL
ivsel:Seki15|NL4-3 (N155H)|RAL|exp:3|p~16,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:1|p~12,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:1|p~16,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:2|p~12,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:2|p~16,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3|p~8,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3a|p~12,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3a|p~16,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3b|p~12,NULL
ivsel:Seki15|NL4-3 (N155H)|EVG|exp:3b|p~16,NULL
NL4-3 (Y143C),B
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:1|p~8,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:1|p~12,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:1|p~16,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:2|p~8,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:2|p~12,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:2|p~16,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:3|p~12,NULL
ivsel:Seki15|NL4-3 (Y143C)|RAL|exp:3|p~16,NULL
NL4-3 (Y143R),B
ivsel:Seki15|NL4-3 (Y143R)|RAL|exp:3|p~16,NULL
ivsel:Seki15|NL4-3 (Q148K)|DTG|exp:1|p~4,NULL
ivsel:Seki15|NL4-3 (Q148K)|DTG|exp:1|p~8,NULL
ivsel:Seki15|NL4-3 (Q148K)|DTG|exp:1|p~12,NULL
ivsel:Seki15|NL4-3 (Q148K)|DTG|exp:1|p~16,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:1|p~12,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:1|p~16,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:2|p~8,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:2|p~12,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:2|p~16,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:3|p~8,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:3|p~12,NULL
ivsel:Seki15|NL4-3 (Q148K)|RAL|exp:3|p~16,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:1|p~12,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:1|p~16,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:2|p~8,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:2|p~12,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:2|p~16,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:3|p~8,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:3|p~12,NULL
ivsel:Seki15|NL4-3 (Q148K)|EVG|exp:3|p~16,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1a|p~8,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1a|p~12,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1a1|p~16,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1a2|p~16,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1b|p~4,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1b|p~8,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1b|p~12,NULL
ivsel:Seki15|NL4-3 (Q148R)|DTG|exp:1b|p~16,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:1a|p~16,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:1b|p~16,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:2|p~12,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:2|p~16,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:3|p~8,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:3|p~12,NULL
ivsel:Seki15|NL4-3 (Q148R)|RAL|exp:3|p~16,NULL
ivsel:Seki15|NL4-3 (Q148R)|EVG|exp:1|p~16,NULL
ivsel:Seki15|NL4-3 (Q148R)|EVG|exp:2|p~16,NULL
ivsel:Seki15|NL4-3 (Q148R)|EVG|exp:3|p~16,NULL
ivsel:Seki15|NL4-3 (Q148H)|DTG|exp:1|p~4,NULL
ivsel:Seki15|NL4-3 (Q148H)|DTG|exp:1|p~8,NULL
ivsel:Seki15|NL4-3 (Q148H)|DTG|exp:1|p~12,NULL
ivsel:Seki15|NL4-3 (Q148H)|DTG|exp:1a|p~16,NULL
ivsel:Seki15|NL4-3 (Q148H)|DTG|exp:1b|p~16,NULL
ivsel:Seki15|NL4-3 (Q148H)|DTG|exp:1c|p~16,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:1|p~8,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:1|p~12,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:1|p~16,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:2|p~8,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:2|p~12,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:2|p~16,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:3|p~4,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:3|p~8,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:3|p~12,NULL
ivsel:Seki15|NL4-3 (Q148H)|RAL|exp:3|p~16,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:1|p~12,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:1|p~16,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:2|p~4,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:2|p~8,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:2|p~12,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:2|p~16,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:3|p~4,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:3|p~8,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:3|p~12,NULL
ivsel:Seki15|NL4-3 (Q148H)|EVG|exp:3|p~16,NULL
ivsel:Yant19|MT-2|exp:1,NULL
ivsel:Yant19|MT-2|exp:2,NULL
ivsel:Yant19|MT-2|exp:3,NULL
ivsel:Yant19|MT-2|exp:4,NULL
ivsel:Yant19|MT-2|exp:5,NULL
ivsel:Yant19|MT-2|exp:6,NULL
"BaL,92US657,92HT593.1,Strain 7467,Strain 7576",
ivsel:Yant19|PBMC|exp:1,NULL
ivsel:Yant19|PBMC|exp:2,NULL
ivsel:Yant19|PBMC|exp:3,NULL
ivsel:Yant19|PBMC|exp:4,NULL
ivsel:Yant19|PBMC|exp:5,NULL
ivsel:Yant19|PBMC|exp:6,NULL
ivsel:Yant19|PBMC|exp:7,NULL
ivsel:Depatureaux15|Strain 5326|RAL|exp:1,NULL
Strain 11367,A
ivsel:Depatureaux15|Strain 11367|RAL|exp:1,NULL
MVPS180,B
ivsel:Depatureaux15|MVPS180|RAL|exp:1,NULL
BCF11,
ivsel:Depatureaux15|BCF11|RAL|exp:1,NULL
ivsel:Depatureaux15|Strain 5326|EVG|exp:1,NULL
ivsel:Depatureaux15|Strain 11367|EVG|exp:1,NULL
ivsel:Depatureaux15|MVPS180|EVG|exp:1,NULL
ivsel:Depatureaux15|BCF11|EVG|exp:1,NULL
ivsel:Depatureaux15|Strain 5326|DTG|exp:1,NULL
ivsel:Depatureaux15|Strain 11367|DTG|exp:1,NULL
ivsel:Depatureaux15|MVPS180|DTG|exp:1,NULL
ivsel:Depatureaux15|BCF11|DTG|exp:1,NULL
ivsel:Quashie12|Strain 5331|exp:1|20w,NULL
ivsel:Quashie12|BK132|exp:1|20w,NULL
ivsel:Quashie12|Strain 5326|exp:1|20w,NULL
ivsel:Quashie12|pNL4-3|exp:1|20w,NULL
Strain 12197 RAL TI WT for INI,B
ivsel:Quashie12|Strain 12197 RAL TI WT for INI|exp:1|20w,NULL
ivsel:Quashie12|Strain 6399|exp:1|20w,NULL
ivsel:Quashie12|96USSN20|exp:1|20w,NULL
ivsel:Quashie12|Strain 4742|exp:1|20w,NULL
96USNG31,C
ivsel:Quashie12|96USNG31|exp:1|20w,NULL
ivsel:Quashie12|BK132|exp:1|37w,NULL
ivsel:Quashie12|Strain 5326|exp:1|37w,NULL
ivsel:Quashie12|pNL4-3|exp:1|37w,NULL
ivsel:Quashie12|Strain 12197 RAL TI WT for INI|exp:1|34w,NULL
ivsel:Quashie12|Strain 6399|exp:1|37w,NULL
ivsel:Quashie12|96USSN20|exp:1|37w,NULL
ivsel:Quashie12|Strain 4742|exp:1|37w,NULL
ivsel:Quashie12|96USNG31|exp:1|37w,NULL
ivsel:Vingerhoets05|BRU|exp:1|dose:200nM,NULL
ivsel:Vingerhoets05|BRU|exp:2|dose:40nM,NULL
ivsel:Vingerhoets05|BRU|exp:3|dose:40nM,NULL
HXB2 (K103N),B
ivsel:Vingerhoets05|HXB2 (K103N)|exp:1|dose:40nM,NULL
ivsel:Vingerhoets05|HXB2 (K103N)|exp:1|dose:200nM,NULL
ivsel:Vingerhoets05|HXB2 (K103N)|exp:2|dose:40nM,NULL
HXB2 (Y181C),B
ivsel:Vingerhoets05|HXB2 (Y181C)|exp:1|dose:40nM,NULL
ivsel:Vingerhoets05|HXB2 (Y181C)|exp:1|dose:200nM,NULL
ivsel:Vingerhoets05|HXB2 (Y181C)|exp:2|dose:40nM,NULL
ivsel:Vingerhoets05|HXB2 (Y181C)|exp:2|dose:200nM,NULL
HXB2 (K103N/Y181C),B
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:1|dose:40nM,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:1|dose:200nM,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:1|dose:1000nM,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:2|dose:40nM,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:2|dose:200nM,NULL
ivsel:Vingerhoets05|HXB2 (K103N/Y181C)|exp:2|dose:1000nM,NULL
ivsel:Wu12|exp:1|p10,NULL
ivsel:Wu12|exp:2|p10,NULL
ivsel:Wu12|exp:3|p10,NULL
ivsel:Wu12|exp:1|p15,NULL
ivsel:Wu12|exp:2a|p15,NULL
ivsel:Wu12|exp:2b|p15,NULL
ivsel:Wu12|exp:3|p15,NULL
ivsel:Wu12|exp:4|p15,NULL
ivsel:Wu12|exp:1|p20,NULL
ivsel:Wu12|exp:2a|p20,NULL
ivsel:Wu12|exp:2b|p20,NULL
ivsel:Wu12|exp:3|p20,NULL
ivsel:Wu12|exp:4|p20,NULL
ivsel:Wu12|exp:1|p25,NULL
ivsel:Wu12|exp:2a|p25,NULL
ivsel:Wu12|exp:2b|p25,NULL
ivsel:Wu12|exp:3|p25,NULL
ivsel:Wu12|exp:4|p25,NULL
ivsel:Gao92|IIIB|exp:1,NULL
Strain 187,NULL
ivsel:Gao92|Strain 187|exp:1,NULL
ivsel:Cilento21|BRU|exp:1|p6,NULL
ivsel:Cilento21|BRU|exp:1|p9,NULL
ivsel:Cilento21|LAI (K65R)|exp:1|p6,NULL
ivsel:Cilento21|LAI (K65R)|exp:1|p9,NULL
ivsel:Cilento21|LAI (K65R)|exp:1|p10,NULL
LAI (M184V),B
ivsel:Cilento21|LAI (M184V)|exp:1|p6,NULL
ivsel:Cilento21|LAI (M184V)|exp:1|p9,NULL
LAI (D67N/K70R/T215F/K219Q),B
ivsel:Cilento21|LAI (D67N/K70R/T215F/K219Q)|exp:1|p6,NULL
ivsel:Cilento21|LAI (D67N/K70R/T215F/K219Q)|exp:1|p9,NULL
ivsel:Maeda14|Islatravir|exp:1|p15,NULL
ivsel:Maeda14|TDF|exp:1|p15,NULL
ivsel:Maeda14|Censavudine|exp:1|p15,NULL
11MIX,NULL
ivsel:Maeda14|Islatravir|exp:1|p5,NULL
ivsel:Maeda14|Islatravir|exp:1|p10,NULL
ivsel:Maeda14|Islatravir|exp:1|p20,NULL
ivsel:Maeda14|Islatravir|exp:1|p25,NULL
ivsel:Maeda14|TDF|exp:1|p5,NULL
ivsel:Maeda14|TDF|exp:1|p10,NULL
ivsel:Maeda14|TDF|exp:1|p18,NULL
ivsel:Maeda14|TDF|exp:1|p22,NULL
ivsel:Maeda14|Censavudine|exp:1|p5,NULL
ivsel:Maeda14|Censavudine|exp:1|p10,NULL
